10;0,000001
20;0,000002
30;0,000004
40;0,000007
50;0,000010
60;0,000014
70;0,000018
80;0,000023
90;0,000028
100;0,000034
110;0,000041
120;0,000080
130;0,000057
140;0,000063
150;0,000072
160;0,000080
170;0,000089
180;0,000111
190;0,000111
200;0,000122
210;0,000134
220;0,000145
230;0,000158
240;0,000171
250;0,000185
260;0,000199
270;0,000213
280;0,000227
290;0,000245
300;0,000261
310;0,000277
320;0,000296
330;0,000312
340;0,000330
350;0,000352
360;0,000369
370;0,000390
380;0,000411
390;0,000430
400;0,000455
410;0,000479
420;0,000501
430;0,000524
440;0,000550
450;0,000575
460;0,000599
470;0,000628
480;0,000652
490;0,000681
500;0,000710
510;0,000735
520;0,000767
530;0,000796
540;0,000824
550;0,000855
560;0,000887
570;0,000921
580;0,000954
590;0,000987
600;0,001015
610;0,001054
620;0,001088
630;0,001121
640;0,001156
650;0,001197
660;0,001230
670;0,001268
680;0,001307
690;0,001344
700;0,001384
710;0,001426
720;0,001467
730;0,001508
740;0,001549
750;0,001590
760;0,001631
770;0,001680
780;0,001722
790;0,001766
800;0,001809
810;0,001858
820;0,001899
830;0,001951
840;0,001992
850;0,002038
860;0,002087
870;0,002141
880;0,002186
890;0,002243
900;0,002284
910;0,002333
920;0,002389
930;0,002447
940;0,002496
950;0,002558
960;0,002595
970;0,002668
980;0,002712
990;0,002784
